Index,Description
2698,This is a T2 weighted image of a brain with a glioma tumor.
2699,This is a T2 weighted image of a brain with a meningioma tumor.
2700,This is a T2 weighted image of a brain with a meningioma tumor.
2701,This is a T2 weighted image of a brain with a meningioma tumor.
2702,This is a T2 weighted image of a brain with a meningioma tumor.
2703,This is a T2 weighted image of a brain with a meningioma tumor.
2704,This is a T2 weighted image of a brain with a meningioma tumor.
2705,This is a T2 weighted image of a brain with a meningioma tumor.
2706,This is a T2 weighted image of a brain with a meningioma tumor.
2707,This is a T2 weighted image of a brain with a tumor.
2708,This is a T2 weighted image of a brain with a meningioma tumor.
2709,This is a T2 weighted image of a brain with a tumor.
2710,This is a T2 weighted image of a brain with a glioma tumor.
2711,This is a T2 weighted image of a brain with a tumor.
2712,This is a T2 weighted image of a brain with a meningioma tumor.
2713,This is a T2 weighted image of a brain with a meningioma tumor.
2714,This is a T2 weighted image of a brain with a pituitary tumor.
2715,This is a T2 weighted image of a brain with a meningioma tumor.
2716,This is a T2 weighted image of a brain with a meningioma tumor.
2717,This is a T2 weighted image of a brain with a pituitary tumor.
2718,This is a T2 weighted image of a brain with a meningioma tumor.
2719,This is a T2 weighted image of a brain with a meningioma tumor.
2720,This is a T2 weighted image of a brain with a pituitary tumor.
2721,This is a T2 weighted image of a brain with a tumor.
2722,This is a T2 weighted image of a brain with a pituitary tumor.
2723,This is a T2 weighted image of a brain with a meningioma tumor.
2724,This is a T2 weighted image of a brain with a meningioma tumor.
2725,This is a T2 weighted image of a brain with a meningioma tumor.
2726,This is a T2 weighted image of a brain with a meningioma tumor.
2727,This is a T2 weighted image of a brain with a meningioma tumor.
2728,This is a T2 weighted image of a brain with a cystic tumor.
2729,This is a T2 weighted image of a brain with a tumor.
2730,This is a T2 weighted image of a brain with a meningioma tumor.
2731,This is a T2 weighted image of a brain with a pituitary tumor.
2732,This is a T2 weighted image of a brain with a cystic lesion.
2733,This is a T2 weighted image of a brain with a tumor.
2734,This is a T2 weighted image of a brain with a meningioma tumor.
2735,This is a T2 weighted image of a brain with a meningioma tumor.
2736,This is a T2 weighted image of a brain with a tumor.
2737,This is a T2 weighted image of a brain with a tumor.
2738,This is a T2 weighted image of a brain with a meningioma tumor.
2739,This is a T2 weighted image of a brain with a glioma tumor.
2740,This is a T2 weighted image of a brain with a tumor.
2741,This is a T2 weighted image of a brain with a tumor.
2742,This is a T2 weighted image of a brain with a tumor.
2743,This is a T2 weighted image of a brain with a cystic lesion.
2744,This is a T2 weighted image of a brain with a meningioma tumor.
2745,This is a T2 weighted image of a brain with a cystic tumor.
2746,This is a T2 weighted image of a brain with a tumor.
2747,This is a T2 weighted image of a brain with a meningioma tumor.
2748,This is a T2 weighted image of a brain with a meningioma tumor.
2749,This is a T2 weighted image of a brain with a meningioma tumor.
2750,This is a T2 weighted image of a brain with a meningioma tumor.
2751,This is a T2 weighted image of a brain with a cystic tumor.
2752,This is a T2 weighted image of a brain with a cystic tumor.
2753,This is a T2 weighted image of a brain with a cystic tumor.
2754,This is a T2 weighted image of a brain with a pituitary tumor.
2755,This is a T1 weighted image of a brain with a meningioma tumor.
2756,This is a T2 weighted image of a brain with a cystic tumor.
2757,This is a T2 weighted image of a brain with a cystic tumor.
2758,This is a T1 weighted image of a brain with a meningioma tumor.
2759,This is a T2 weighted image of a brain with a meningioma tumor.
2760,This is a T2 weighted image of a brain with a meningioma tumor.
2761,This is a T2 weighted image of a brain with a glioma tumor.
2762,This is a T2 weighted image of a brain with a tumor.
2763,This is a T2 weighted image of a brain with a meningioma tumor.
2764,This is a T2 weighted image of a brain with a meningioma tumor.
2765,This is a T2 weighted image of a brain with a cystic tumor.
2766,This is a T2 weighted image of a brain with a meningioma tumor.
2767,This is a T2 weighted image of a brain with a meningioma tumor.
2768,This is a T2 weighted image of a brain with a meningioma tumor.
2769,This is a T2 weighted image of a brain with a tumor.
2770,This is a T2 weighted image of a brain with a tumor.
2771,This is a T2 weighted image of a brain with a meningioma tumor.
2772,This is a T2 weighted image of a brain with a tumor.
2773,This is a T2 weighted image of a brain with a tumor.
2774,This is a T2 weighted image of a brain with a tumor.
2775,This is a T2 weighted image of a brain with a meningioma tumor.
2776,This is a T2 weighted image of a brain with a tumor.
2777,This is a T2 weighted image of a brain with a tumor.
2778,This is a T2 weighted image of a brain with a meningioma tumor.
2779,This is a T2 weighted image of a brain with a glioma tumor.
2780,This is a T2 weighted image of a brain with a tumor.
2781,This is a T2 weighted image of a brain with a tumor.
2782,This is a T2 weighted image of a brain with a tumor.
2783,This is a T2 weighted image of a brain with a meningioma tumor.
2784,This is a T2 weighted image of a brain with a tumor.
2785,This is a T2 weighted image of a brain with a meningioma tumor.
2786,This is a T2 weighted image of a brain with a meningioma tumor.
2787,This is a T2 weighted image of a brain with a tumor.
2788,This is a T2 weighted image of a brain with a meningioma tumor.
2789,This is a T2 weighted image of a brain with a meningioma tumor.
2790,This is a T2 weighted image of a brain with a meningioma tumor.
2791,This is a T2 weighted image of a brain with a meningioma tumor.
2792,This is a T1 weighted image of a brain with a tumor.
2793,This is a T2 weighted image of a brain with a tumor.
2794,This is a T2 weighted image of a brain with a tumor.
2795,This is a T2 weighted image of a brain with a meningioma tumor.
2796,This is a T2 weighted image of a brain with a meningioma tumor.
2797,This is a T2 weighted image of a brain with a tumor.
2798,This is a T2 weighted image of a brain with a tumor.
2799,This is a T2 weighted image of a brain with a tumor.
2800,This is a T2 weighted image of a brain with a tumor.
2801,This is a T2 weighted image of a brain with a meningioma tumor.
2802,This is a T2 weighted image of a brain with a meningioma tumor.
2803,This is a T2 weighted image of a brain with a tumor.
2804,This is a T2 weighted image of a brain with a meningioma tumor.
2805,This is a T2 weighted image of a brain with a tumor.
2806,This is a T2 weighted image of a brain with a tumor.
2807,This is a T2 weighted image of a brain with a glioma tumor.
2808,This is a T2 weighted image of a brain with a meningioma tumor.
2809,This is a T2 weighted image of a brain with a tumor.
2810,This is a T2 weighted image of a brain with a meningioma tumor.
2811,This is a T2 weighted image of a brain with a meningioma tumor.
2812,This is a T2 weighted image of a brain with a meningioma tumor.
2813,This is a T2 weighted image of a brain with a cystic tumor.
2814,This is a T1 weighted image of a brain with a pituitary tumor.
2815,This is a T2 weighted image of a brain with a meningioma tumor.
2816,This is a T2 weighted image of a brain with a meningioma tumor.
2817,This is a T2 weighted image of a brain with a meningioma tumor.
2818,This is a T2 weighted image of a brain with a meningioma tumor.
2819,This is a T2 weighted image of a brain with a tumor.
2820,This is a T2 weighted image of a brain with a tumor.
2821,This is a T2 weighted image of a brain with a tumor.
2822,This is a T2 weighted image of a brain with a glioma tumor.
2823,This is a T2 weighted image of a brain with a tumor.
2824,This is a T2 weighted image of a brain with a cystic tumor.
2825,This is a T2 weighted image of a brain with a cystic tumor.
2826,This is a T2 weighted image of a brain with a glioma tumor.
2827,This is a T2 weighted image of a brain with a tumor.
2828,This is a T2 weighted image of a brain with a tumor.
2829,This is a T2 weighted image of a brain with a cystic tumor.
2830,This is a T2 weighted image of a brain with a meningioma tumor.
2831,This is a T2 weighted image of a brain with a meningioma tumor.
2832,This is a T2 weighted image of a brain with a tumor.
2833,This is a T2 weighted image of a brain with a meningioma tumor.
2834,This is a T2 weighted image of a brain with a meningioma tumor.
2835,This is a T2 weighted image of a brain with a meningioma tumor.
2836,This is a T2 weighted image of a brain with a meningioma tumor.
2837,This is a T2 weighted image of a brain with a meningioma tumor.
2838,This is a T2 weighted image of a brain with a meningioma tumor.
2839,This is a T2 weighted image of a brain with a tumor.
2840,This is a T2 weighted image of a brain with a meningioma tumor.
2841,This is a T2 weighted image of a brain with a meningioma tumor.
2842,This is a T2 weighted image of a brain with a tumor.
2843,This is a T1 weighted image of a brain with a tumor.
2844,This is a T2 weighted image of a brain with a tumor.
2845,This is a T2 weighted image of a brain with a tumor.
2846,This is a T2 weighted image of a brain with a tumor.
2847,This is a T2 weighted image of a brain with a meningioma tumor.
2848,This is a T2 weighted image of a brain with a meningioma tumor.
2849,This is a T2 weighted image of a brain with a tumor.
2850,This is a T2 weighted image of a brain with a tumor.
2851,This is a T2 weighted image of a brain with a meningioma tumor.
2852,This is a T2 weighted image of a brain with a meningioma tumor.
2853,This is a T2 weighted image of a brain with a tumor.
2854,This is a T1 weighted image of a brain with a cystic tumor.
2855,This is a T2 weighted image of a brain with a cystic tumor.
2856,This is a T2 weighted image of a brain with a cystic tumor.
