Index,Description
2490,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2491,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2492,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2493,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2494,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2495,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2496,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2497,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2498,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2499,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2500,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2501,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2502,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2503,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2504,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2505,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2506,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2507,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2508,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2509,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2510,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2511,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2512,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2513,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2514,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2515,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2516,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2517,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2518,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2519,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2520,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2521,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2522,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2523,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2524,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2525,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2526,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2527,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2528,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2529,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2530,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2531,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2532,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2533,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2534,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2535,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2536,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2537,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2538,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2539,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2540,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2541,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2542,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2543,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2544,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2545,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2546,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2547,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2548,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2549,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2550,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2551,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2552,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2553,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2554,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2555,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2556,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2557,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2558,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2559,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2560,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2561,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
